iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,'1',BONUS,1,0
2,12.983,'2001:db8::1\n:192.0.2.33',BONUS,1,0
3,26.105,'2001:db001:db8::192.0.2.33',INVALIDITY,1,0
4,38.772,'bf9d:5d70:aa10:7d73:d21f:9d\\4d:9ca1:d436',BONUS,1,0
5,51.714,'de5e*e199:2d62:4408:3b42:86a6:353e:b766',BONUS,1,0
6,76.608,'453d:3967:896b:70e3:4647:78ef:440c}:4e35',BONUS,1,0
7,89.400,'ecb',BONUS,1,0
8,102.280,'e322:53d3:3b0d:40d:5843:be39',BONUS,1,0
9,115.169,"""2001:db8::1:2':3:4""",BONUS,1,0
10,163.887,'a344:82',BONUS,1,0
11,176.848,'be51:3cf0:c3fe:d79a:1e1d',BONUS,1,0
12,201.597,'2001:db8::192.0.2.',INVALIDITY,1,0
13,363.933,'93d9:66d8:1df9:b610:4c0f:3026:a592:a1c',BONUS,1,1
