behavioral_metric,binary_branch_coverage,binary_coverage_data_valid,binary_coverage_source,binary_function_coverage,binary_instrumentation_error,binary_statement_coverage,branch_coverage,coverage_data_valid,coverage_source,execution_metric,function_coverage,iteration,new_path_found,reference_branch_coverage,reference_coverage_data_valid,reference_coverage_source,reference_function_coverage,reference_instrumentation_error,reference_statement_coverage,run_id,statement_coverage,target,timestamp,total_inputs,tracking_mode
3.0,,,,,,,29.71,,instrumented,157.0,30.8,12,True,,,,,,,20260414_155639,31.27,json_decoder,2026-04-14 07:57:39.318000+00:00,12,code_execution
126.0,,,,,,,53.62,,instrumented,46.0,52.28,423,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:50:04.691000+00:00,423,code_execution
83.0,,,,,,,45.65,,instrumented,34.0,47.94,217,False,,,,,,,20260409_123226,48.92,json_decoder,2026-04-09 04:39:20.184000+00:00,217,code_execution
4.0,,,,,,,26.81,,proxy,10.0,29.72,10,True,,,,,,,20260414_124032,29.72,json_decoder,2026-04-14 04:40:56.364000+00:00,10,code_execution
19.0,,,,,,,36.23,,instrumented,188.0,37.31,81,False,,,,,,,20260414_160159,37.77,json_decoder,2026-04-14 08:03:39.846000+00:00,81,code_execution
3.0,,,,,,,22.46,,instrumented,4.0,23.86,3,True,,,,,,,20260414_210657,24.46,json_decoder,2026-04-14 13:07:07.274000+00:00,3,code_execution
2.0,,,,,,,28.99,,instrumented,155.0,29.72,10,False,,,,,,,20260414_155639,30.03,json_decoder,2026-04-14 07:57:37.252000+00:00,10,code_execution
2.0,,,,,,,13.04,,whitebox_target,119.0,17.14,2,True,,,,,,,20260417_191527,18.89,json_decoder,2026-04-17 11:15:28.748000+00:00,2,code_execution
12.0,,,,,,,26.81,,instrumented,11.0,29.5,22,False,,,,,,,20260414_131255,30.65,json_decoder,2026-04-14 05:13:39.426000+00:00,22,code_execution
2.0,,,,,,,33.33,,instrumented,0.0,44.12,2,False,,,,,,,20260409_012735,46.43,ipv4_parser,2026-04-08 17:27:36.547000+00:00,2,code_execution
19.0,,,,,,,46.38,,instrumented,30.0,47.07,155,False,,,,,,,20260416_143405,47.37,json_decoder,2026-04-16 06:36:02.921000+00:00,155,code_execution
25.0,,,,,,,37.68,,proxy,21.0,37.77,113,False,,,,,,,20260418_183800,37.77,json_decoder,2026-04-18 10:40:14.997000+00:00,113,code_execution
91.0,,,,,,,47.1,,instrumented,36.0,48.81,245,False,,,,,,,20260409_123226,49.54,json_decoder,2026-04-09 04:40:09.216000+00:00,245,code_execution
118.0,,,,,,,50.0,,instrumented,42.0,50.11,351,False,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:23:15.346000+00:00,351,code_execution
254.0,,,,,,,53.62,,instrumented,47.0,52.71,923,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:03:53.613000+00:00,923,code_execution
43.0,,,,,,,46.38,,instrumented,31.0,44.9,118,False,,,,,,,20260409_133542,44.27,json_decoder,2026-04-09 05:41:34.308000+00:00,118,code_execution
6.0,,,,,,,33.33,,instrumented,168.0,34.27,9,True,,,,,,,20260414_141113,34.67,json_decoder,2026-04-14 06:12:51.745000+00:00,9,code_execution
13.0,,,,,,,41.3,,instrumented,21.0,42.08,94,False,,,,,,,20260416_143405,42.41,json_decoder,2026-04-16 06:35:25.288000+00:00,94,code_execution
40.0,,,,,,,28.99,,whitebox_target,150.0,30.59,320,False,,,,,,,20260417_183226,31.27,json_decoder,2026-04-17 10:33:53.578000+00:00,320,code_execution
6.0,,,,,,,39.13,,instrumented,16.0,41.43,16,True,,,,,,,20260415_005648,42.41,json_decoder,2026-04-14 16:57:08.902000+00:00,16,code_execution
1.0,,,,,,,19.57,,instrumented,6.0,23.64,6,False,,,,,,,20260416_143405,25.39,json_decoder,2026-04-16 06:34:17.621000+00:00,6,code_execution
5.0,,,,,,,28.26,,proxy,7.0,30.65,32,False,,,,,,,20260418_181902,30.65,json_decoder,2026-04-18 10:19:49.421000+00:00,32,code_execution
79.0,,,,,,,45.65,,instrumented,34.0,47.94,199,False,,,,,,,20260409_123226,48.92,json_decoder,2026-04-09 04:38:51.322000+00:00,199,code_execution
16.0,,,,,,,16.0,,proxy,18.0,16.0,40,False,,,,,,,20260409_133542,16.0,json_decoder,2026-04-09 05:39:19.183000+00:00,40,code_execution
16.0,,,,,,,34.06,,proxy,15.0,33.44,74,False,,,,,,,20260418_183800,33.44,json_decoder,2026-04-18 10:39:35.071000+00:00,74,code_execution
264.0,,,,,,,54.35,,instrumented,49.0,53.15,966,False,,,,,,,20260409_133542,52.63,json_decoder,2026-04-09 06:05:01.687000+00:00,966,code_execution
61.0,,,,,,,52.9,,instrumented,34.0,51.63,190,False,,,,,,,20260409_130402,51.08,json_decoder,2026-04-09 05:07:14.820000+00:00,190,code_execution
24.0,,,,,,,43.48,,instrumented,23.0,44.69,64,False,,,,,,,20260409_130402,45.2,json_decoder,2026-04-09 05:05:42.924000+00:00,64,code_execution
85.0,,,,,,,45.65,,instrumented,34.0,47.94,220,False,,,,,,,20260409_123226,48.92,json_decoder,2026-04-09 04:39:25.231000+00:00,220,code_execution
122.0,,,,,,,53.62,,instrumented,46.0,52.28,385,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:49:01.142000+00:00,385,code_execution
6.0,,,,,,,25.36,,instrumented,7.0,28.63,11,True,,,,,,,20260414_131255,30.03,json_decoder,2026-04-14 05:13:19.091000+00:00,11,code_execution
184.0,,,,,,,53.62,,instrumented,49.0,52.28,614,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:29:34.139000+00:00,614,code_execution
2.0,,,,,,,9.42,,instrumented,2.0,10.41,2,False,,,,,,,20260413_205440,10.84,json_decoder,2026-04-13 12:54:42.213000+00:00,2,code_execution
57.0,,,,,,,29.71,,whitebox_target,158.0,31.45,378,False,,,,,,,20260417_192418,32.2,json_decoder,2026-04-17 11:25:25.470000+00:00,378,code_execution
7.0,,,,,,,42.03,,instrumented,18.0,43.17,25,False,,,,,,,20260415_005648,43.65,json_decoder,2026-04-14 16:57:17.227000+00:00,25,code_execution
109.0,,,,,,,50.0,,instrumented,42.0,50.54,311,False,,,,,,,20260409_123226,50.77,json_decoder,2026-04-09 04:42:01.916000+00:00,311,code_execution
1.0,,,,,,,0.0,,proxy,0.0,0.0,1,True,,,,,,,20260415_000703,0.0,cidrize,2026-04-14 16:07:03.584000+00:00,1,behavioral
7.0,,,,,,,33.33,,instrumented,0.0,44.12,7,False,,,,,,,20260409_114344,46.43,ipv4_parser,2026-04-09 03:45:11.326000+00:00,7,code_execution
49.0,,,,,,,50.72,,instrumented,30.0,49.89,122,False,,,,,,,20260409_130402,49.54,json_decoder,2026-04-09 05:06:31.157000+00:00,122,code_execution
153.0,,,,,,,52.17,,instrumented,47.0,51.41,481,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:26:19.271000+00:00,481,code_execution
9.0,,,,,,,34.78,,instrumented,9.0,37.53,15,False,,,,,,,20260414_212124,38.7,json_decoder,2026-04-14 13:22:00.771000+00:00,15,code_execution
1.0,,,,,,,0.0,,whitebox_target,0.0,0.0,1,False,,,,,,,20260417_214227,0.0,json_decoder,2026-04-17 13:42:27.707000+00:00,1,code_execution
6.0,,,,,,,0.0,,proxy,0.0,0.0,10,True,,,,,,,20260415_002320,0.0,cidrize,2026-04-14 16:24:57.728000+00:00,10,behavioral
22.0,,,,,,,22.0,,proxy,0.0,22.0,25,False,,,,,,,20260409_141821,22.0,cidrize,2026-04-09 06:24:38.418000+00:00,25,code_execution
113.0,,,,,,,54.35,,instrumented,38.0,52.49,402,False,,,,,,,20260409_130402,51.7,json_decoder,2026-04-09 05:09:28.922000+00:00,402,code_execution
21.0,,,,,,,39.86,,instrumented,17.0,42.52,35,False,,,,,,,20260414_154058,43.65,json_decoder,2026-04-14 07:42:17.247000+00:00,35,code_execution
239.0,,,,,,,53.62,,instrumented,47.0,52.71,876,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:02:34.898000+00:00,876,code_execution
3.0,,,,,,,22.46,,instrumented,4.0,24.73,3,True,,,,,,,20260414_212124,25.7,json_decoder,2026-04-14 13:21:36.878000+00:00,3,code_execution
1.0,,False,whitebox_target,,,,0.0,False,whitebox_target,0.0,0.0,1,False,,False,,,,,20260418_223101,0.0,json_decoder,2026-04-18 14:31:05.245000+00:00,1,code_execution
16.0,,,,,,,16.0,,proxy,16.0,16.0,54,True,,,,,,,20260409_020552,16.0,json_decoder,2026-04-08 18:06:55.098000+00:00,54,code_execution
4.0,,,,,,,38.41,,whitebox_target,183.0,37.31,36,False,,,,,,,20260416_183234,36.84,json_decoder,2026-04-16 10:33:36.878000+00:00,36,code_execution
5.0,,,,,,,0.0,,proxy,0.0,0.0,9,True,,,,,,,20260415_000207,0.0,cidrize,2026-04-14 16:03:34.174000+00:00,9,behavioral
4.0,,,,,,,34.78,,instrumented,170.0,35.14,14,True,,,,,,,20260414_161641,35.29,json_decoder,2026-04-14 08:17:52.557000+00:00,14,code_execution
223.0,,,,,,,53.62,,instrumented,47.0,52.71,794,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:00:22.078000+00:00,794,code_execution
37.0,,,,,,,37.0,,proxy,0.0,37.0,55,True,,,,,,,20260409_140933,37.0,ipv6_parser,2026-04-09 06:27:41.479000+00:00,55,code_execution
134.0,,,,,,,51.45,,instrumented,46.0,51.19,403,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:24:28.442000+00:00,403,code_execution
21.0,,,,,,,39.86,,instrumented,17.0,42.52,36,False,,,,,,,20260414_154058,43.65,json_decoder,2026-04-14 07:42:19.517000+00:00,36,code_execution
23.0,,,,,,,33.33,,instrumented,0.0,44.12,30,False,,,,,,,20260409_121222,46.43,ipv4_parser,2026-04-09 04:17:54.038000+00:00,30,code_execution
6.0,,,,,,,34.78,,instrumented,165.0,36.44,21,False,,,,,,,20260414_151303,37.15,json_decoder,2026-04-14 07:13:32.775000+00:00,21,code_execution
7.0,,,,,,,31.16,,instrumented,162.0,32.75,30,False,,,,,,,20260414_160707,33.44,json_decoder,2026-04-14 08:08:00.562000+00:00,30,code_execution
65.0,,,,,,,45.65,,instrumented,33.0,47.29,162,False,,,,,,,20260409_123226,47.99,json_decoder,2026-04-09 04:37:46.049000+00:00,162,code_execution
12.0,,,,,,,44.2,,whitebox_target,198.0,46.2,45,False,,,,,,,20260416_220310,47.06,json_decoder,2026-04-16 14:05:07.693000+00:00,45,code_execution
13.0,,,,,,,45.65,,instrumented,198.0,45.55,48,False,,,,,,,20260414_133605,45.51,json_decoder,2026-04-14 05:37:10.268000+00:00,48,code_execution
104.0,,,,,,,50.0,,instrumented,42.0,50.54,297,False,,,,,,,20260409_123226,50.77,json_decoder,2026-04-09 04:41:36.577000+00:00,297,code_execution
110.0,,,,,,,50.0,,instrumented,42.0,50.11,309,False,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:22:13.810000+00:00,309,code_execution
3.0,,,,,,,3.0,,proxy,2.0,3.0,6,False,,,,,,,20260409_023714,3.0,json_decoder,2026-04-08 18:37:45.792000+00:00,6,code_execution
25.0,,,,,,,40.58,,instrumented,19.0,43.17,44,False,,,,,,,20260414_154058,44.27,json_decoder,2026-04-14 07:42:35.952000+00:00,44,code_execution
196.0,,,,,,,53.62,,instrumented,47.0,52.71,658,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:56:46.845000+00:00,658,code_execution
16.0,,,,,,,42.75,,instrumented,20.0,43.82,41,True,,,,,,,20260409_130402,44.27,json_decoder,2026-04-09 05:05:19.185000+00:00,41,code_execution
137.0,,,,,,,53.62,,instrumented,47.0,52.71,457,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:51:06.290000+00:00,457,code_execution
201.0,,,,,,,53.62,,instrumented,50.0,52.71,698,False,,,,,,,20260409_151209,52.32,json_decoder,2026-04-09 07:31:40.628000+00:00,698,code_execution
85.0,,,,,,,53.62,,instrumented,36.0,52.06,273,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:08:07.237000+00:00,273,code_execution
2.0,,,,,,,9.42,,instrumented,2.0,10.41,2,True,,,,,,,20260409_133542,10.84,json_decoder,2026-04-09 05:35:49.775000+00:00,2,code_execution
123.0,,,,,,,53.62,,instrumented,46.0,52.28,406,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:49:36.223000+00:00,406,code_execution
12.0,,,,,,,47.83,,whitebox_target,204.0,47.29,96,False,,,,,,,20260416_183234,47.06,json_decoder,2026-04-16 10:34:31.840000+00:00,96,code_execution
23.0,,,,,,,39.13,,instrumented,24.0,40.13,51,False,,,,,,,20260414_125516,40.56,json_decoder,2026-04-14 04:56:57.963000+00:00,51,code_execution
6.0,,,,,,,24.29,,instrumented,0.0,37.97,6,False,,,,,,,20260414_211207,42.86,cidrize,2026-04-14 13:13:37.557000+00:00,6,code_execution
8.0,,,,,,,32.61,,instrumented,167.0,33.62,46,False,,,,,,,20260414_160707,34.06,json_decoder,2026-04-14 08:08:17.154000+00:00,46,code_execution
31.0,,,,,,,44.93,,instrumented,23.0,45.99,55,False,,,,,,,20260414_154058,46.44,json_decoder,2026-04-14 07:42:57.178000+00:00,55,code_execution
8.0,,,,,,,38.41,,instrumented,10.0,39.48,20,False,,,,,,,20260409_130402,39.94,json_decoder,2026-04-09 05:04:55.001000+00:00,20,code_execution
45.0,,,,,,,28.99,,whitebox_target,150.0,30.59,370,False,,,,,,,20260417_183226,31.27,json_decoder,2026-04-17 10:34:01.699000+00:00,370,code_execution
95.0,,,,,,,51.45,,instrumented,41.0,50.98,270,False,,,,,,,20260409_133542,50.77,json_decoder,2026-04-09 05:45:51.599000+00:00,270,code_execution
6.0,,,,,,,34.78,,instrumented,9.0,37.53,8,True,,,,,,,20260414_212124,38.7,json_decoder,2026-04-14 13:21:45.967000+00:00,8,code_execution
12.0,,,,,,,47.83,,whitebox_target,204.0,47.29,95,False,,,,,,,20260416_183234,47.06,json_decoder,2026-04-16 10:34:31.291000+00:00,95,code_execution
204.0,,,,,,,53.62,,instrumented,47.0,52.71,697,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:57:51.198000+00:00,697,code_execution
22.0,,,,,,,42.75,,instrumented,21.0,44.9,56,False,,,,,,,20260414_130236,45.82,json_decoder,2026-04-14 05:04:33.013000+00:00,56,code_execution
176.0,,,,,,,53.62,,instrumented,49.0,52.28,563,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:28:17.874000+00:00,563,code_execution
184.0,,,,,,,53.62,,instrumented,49.0,52.28,616,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:29:37.591000+00:00,616,code_execution
35.0,,,,,,,41.3,,instrumented,26.0,42.73,79,False,,,,,,,20260409_151209,43.34,json_decoder,2026-04-09 07:16:42.690000+00:00,79,code_execution
49.0,,,,,,,39.86,,instrumented,28.0,40.56,117,False,,,,,,,20260409_123226,40.87,json_decoder,2026-04-09 04:36:22.970000+00:00,117,code_execution
82.0,,,,,,,45.65,,instrumented,34.0,47.94,213,False,,,,,,,20260409_123226,48.92,json_decoder,2026-04-09 04:39:13.942000+00:00,213,code_execution
223.0,,,,,,,53.62,,instrumented,47.0,52.71,797,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:00:28.469000+00:00,797,code_execution
13.0,,,,,,,31.88,,instrumented,11.0,34.71,17,False,,,,,,,20260414_145630,35.91,json_decoder,2026-04-14 06:57:37.762000+00:00,17,code_execution
10.0,,,,,,,36.23,,instrumented,182.0,37.09,43,False,,,,,,,20260414_155026,37.46,json_decoder,2026-04-14 07:52:16.870000+00:00,43,code_execution
10.0,,,,,,,42.03,,whitebox_target,191.0,44.47,34,False,,,,,,,20260416_220310,45.51,json_decoder,2026-04-16 14:04:57.844000+00:00,34,code_execution
2.0,,,,,,,24.29,,instrumented,0.0,37.97,2,False,,,,,,,20260413_204655,42.86,cidrize,2026-04-13 12:47:01.644000+00:00,2,code_execution
10.0,,,,,,,34.78,,instrumented,27.0,34.92,46,False,,,,,,,20260414_124032,34.98,json_decoder,2026-04-14 04:41:40.116000+00:00,46,code_execution
9.0,,,,,,,38.41,,instrumented,12.0,40.35,14,True,,,,,,,20260414_154058,41.18,json_decoder,2026-04-14 07:41:33.780000+00:00,14,code_execution
117.0,,,,,,,117.0,,proxy,0.0,117.0,130,True,,,,,,,20260409_141821,117.0,cidrize,2026-04-09 06:42:54.188000+00:00,130,code_execution
12.0,,,,,,,29.71,,instrumented,12.0,31.89,29,False,,,,,,,20260409_115714,32.82,json_decoder,2026-04-09 03:58:04.829000+00:00,29,code_execution
2.0,,,,,,,33.33,,instrumented,0.0,44.12,2,False,,,,,,,20260409_125901,46.43,ipv4_parser,2026-04-09 04:59:02.383000+00:00,2,code_execution
12.0,,,,,,,48.55,,instrumented,30.0,46.64,50,True,,,,,,,20260414_234105,45.82,json_decoder,2026-04-14 15:42:05.967000+00:00,50,code_execution
30.0,,,,,,,44.2,,instrumented,25.0,45.12,71,False,,,,,,,20260409_130402,45.51,json_decoder,2026-04-09 05:05:50.756000+00:00,71,code_execution
83.0,,,,,,,53.62,,instrumented,36.0,52.06,259,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:07:58.653000+00:00,259,code_execution
141.0,,,,,,,53.62,,instrumented,47.0,52.71,471,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:51:29.776000+00:00,471,code_execution
85.0,,,,,,,49.28,,instrumented,39.0,49.24,225,False,,,,,,,20260409_151209,49.23,json_decoder,2026-04-09 07:20:15.596000+00:00,225,code_execution
17.0,,,,,,,36.23,,instrumented,18.0,38.18,41,False,,,,,,,20260409_151209,39.01,json_decoder,2026-04-09 07:15:39.740000+00:00,41,code_execution
26.0,,,,,,,39.86,,proxy,23.0,39.32,129,False,,,,,,,20260418_183800,39.32,json_decoder,2026-04-18 10:40:30.652000+00:00,129,code_execution
11.0,,,,,,,28.26,,instrumented,13.0,29.93,20,False,,,,,,,20260414_210657,30.65,json_decoder,2026-04-14 13:07:40.029000+00:00,20,code_execution
7.0,,,,,,,31.16,,instrumented,162.0,32.75,31,False,,,,,,,20260414_160707,33.44,json_decoder,2026-04-14 08:08:01.708000+00:00,31,code_execution
13.0,,,,,,,41.3,,instrumented,21.0,42.08,90,False,,,,,,,20260416_143405,42.41,json_decoder,2026-04-16 06:35:22.839000+00:00,90,code_execution
1.0,,,,,,,0.0,,proxy,0.0,0.0,7,False,,,,,,,20260418_182301,0.0,cidrize,2026-04-18 10:25:30.579000+00:00,7,code_execution
1.0,,,,,,,0.0,,proxy,0.0,0.0,16,False,,,,,,,20260418_182301,0.0,cidrize,2026-04-18 10:27:23.852000+00:00,16,code_execution
9.0,,,,,,,25.0,,instrumented,0.0,37.5,9,False,,,,,,,20260414_211826,40.62,ipv6_parser,2026-04-14 13:20:22.677000+00:00,9,code_execution
10.0,,,,,,,46.38,,instrumented,27.0,46.2,88,False,,,,,,,20260414_234543,46.13,json_decoder,2026-04-14 15:46:56.905000+00:00,88,code_execution
120.0,,,,,,,120.0,,proxy,0.0,120.0,133,True,,,,,,,20260409_141821,120.0,cidrize,2026-04-09 06:43:16.499000+00:00,133,code_execution
10.0,,,,,,,46.38,,instrumented,27.0,46.2,84,False,,,,,,,20260414_234543,46.13,json_decoder,2026-04-14 15:46:53.459000+00:00,84,code_execution
10.0,,,,,,,37.68,,instrumented,192.0,37.53,56,False,,,,,,,20260414_155639,37.46,json_decoder,2026-04-14 07:58:23.816000+00:00,56,code_execution
180.0,,,,,,,53.62,,instrumented,47.0,52.71,610,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:55:21.771000+00:00,610,code_execution
3.0,,,,,,,25.0,,instrumented,0.0,37.5,4,False,,,,,,,20260409_140933,40.62,ipv6_parser,2026-04-09 06:17:05.356000+00:00,4,code_execution
122.0,,,,,,,53.62,,instrumented,46.0,52.28,382,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:48:56.124000+00:00,382,code_execution
104.0,,,,,,,104.0,,proxy,0.0,104.0,115,True,,,,,,,20260409_141821,104.0,cidrize,2026-04-09 06:40:13.183000+00:00,115,code_execution
44.0,,,,,,,50.72,,instrumented,30.0,49.89,110,False,,,,,,,20260409_130402,49.54,json_decoder,2026-04-09 05:06:23.487000+00:00,110,code_execution
33.0,,,,,,,39.86,,proxy,23.0,39.32,159,False,,,,,,,20260418_183800,39.32,json_decoder,2026-04-18 10:41:00.593000+00:00,159,code_execution
12.0,,,,,,,44.2,,whitebox_target,198.0,46.2,46,False,,,,,,,20260416_220310,47.06,json_decoder,2026-04-16 14:05:08.729000+00:00,46,code_execution
10.0,,,,,,,46.38,,instrumented,27.0,46.2,81,False,,,,,,,20260414_234543,46.13,json_decoder,2026-04-14 15:46:51.111000+00:00,81,code_execution
1.0,,,,,,,1.0,,proxy,0.0,1.0,1,True,,,,,,,20260409_115640,1.0,ipv4_parser,2026-04-09 03:56:39.807000+00:00,1,code_execution
4.0,,,,,,,21.74,,instrumented,4.0,25.38,4,False,,,,,,,20260409_012300,26.93,json_decoder,2026-04-08 17:23:17.291000+00:00,4,code_execution
3.0,,,,,,,29.71,,instrumented,6.0,32.97,9,False,,,,,,,20260414_163701,34.37,json_decoder,2026-04-14 08:37:34.415000+00:00,9,code_execution
2.0,,,,,,,9.42,,instrumented,2.0,10.41,3,False,,,,,,,20260409_115714,10.84,json_decoder,2026-04-09 03:57:17.175000+00:00,3,code_execution
217.0,,,,,,,53.62,,instrumented,47.0,52.71,765,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:59:38.373000+00:00,765,code_execution
22.0,,,,,,,39.13,,instrumented,22.0,41.0,57,False,,,,,,,20260409_130315,41.8,json_decoder,2026-04-09 05:04:50.944000+00:00,57,code_execution
24.0,,,,,,,42.75,,instrumented,27.0,42.73,75,True,,,,,,,20260409_133542,42.72,json_decoder,2026-04-09 05:40:18.981000+00:00,75,code_execution
117.0,,,,,,,53.62,,instrumented,46.0,52.28,369,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:48:31.562000+00:00,369,code_execution
19.0,,,,,,,36.23,,instrumented,188.0,37.31,78,False,,,,,,,20260414_160159,37.77,json_decoder,2026-04-14 08:03:37.010000+00:00,78,code_execution
162.0,,,,,,,53.62,,instrumented,49.0,52.28,506,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:26:55.761000+00:00,506,code_execution
93.0,,,,,,,53.62,,instrumented,36.0,52.06,302,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:08:25.581000+00:00,302,code_execution
35.0,,,,,,,39.13,,instrumented,26.0,39.91,88,False,,,,,,,20260409_123226,40.25,json_decoder,2026-04-09 04:35:31.770000+00:00,88,code_execution
57.0,,,,,,,52.9,,instrumented,34.0,51.63,163,False,,,,,,,20260409_130402,51.08,json_decoder,2026-04-09 05:06:57.251000+00:00,163,code_execution
37.0,,,,,,,37.0,,proxy,26.0,37.0,84,False,,,,,,,20260409_151209,37.0,json_decoder,2026-04-09 07:16:49.060000+00:00,84,code_execution
214.0,,,,,,,53.62,,instrumented,47.0,52.71,742,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:59:03.660000+00:00,742,code_execution
103.0,,,,,,,52.17,,instrumented,43.0,51.41,309,False,,,,,,,20260409_133542,51.08,json_decoder,2026-04-09 05:46:53.292000+00:00,309,code_execution
27.0,,,,,,,16.67,,whitebox_target,134.0,19.96,116,True,,,,,,,20260417_195440,21.36,json_decoder,2026-04-17 11:55:11.269000+00:00,116,code_execution
4.0,,,,,,,26.09,,instrumented,2.0,28.85,6,True,,,,,,,20260409_014521,30.03,json_decoder,2026-04-08 17:45:47.889000+00:00,6,code_execution
13.0,,,,,,,36.96,,instrumented,14.0,38.61,46,False,,,,,,,20260409_020552,39.32,json_decoder,2026-04-08 18:06:47.228000+00:00,46,code_execution
122.0,,,,,,,53.62,,instrumented,46.0,52.28,381,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:48:53.737000+00:00,381,code_execution
9.0,,,,,,,47.1,,instrumented,25.0,45.34,37,False,,,,,,,20260414_234105,44.58,json_decoder,2026-04-14 15:41:52.616000+00:00,37,code_execution
7.0,,,,,,,39.13,,instrumented,16.0,41.43,18,False,,,,,,,20260415_005648,42.41,json_decoder,2026-04-14 16:57:10.654000+00:00,18,code_execution
114.0,,,,,,,53.62,,instrumented,46.0,52.28,363,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:48:21.939000+00:00,363,code_execution
108.0,,,,,,,50.0,,instrumented,42.0,50.11,297,False,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:21:57.763000+00:00,297,code_execution
27.0,,,,,,,44.93,,instrumented,27.0,45.55,40,False,,,,,,,20260414_160232,45.82,json_decoder,2026-04-14 08:04:21.762000+00:00,40,code_execution
4.0,,,,,,,27.54,,instrumented,11.0,29.07,13,False,,,,,,,20260414_124032,29.72,json_decoder,2026-04-14 04:41:00.796000+00:00,13,code_execution
20.0,,,,,,,29.71,,instrumented,14.0,32.97,40,False,,,,,,,20260409_123226,34.37,json_decoder,2026-04-09 04:34:06.651000+00:00,40,code_execution
200.0,,,,,,,53.62,,instrumented,50.0,52.71,691,False,,,,,,,20260409_151209,52.32,json_decoder,2026-04-09 07:31:31.958000+00:00,691,code_execution
1.0,,,,,,,1.0,,proxy,0.0,1.0,2,False,,,,,,,20260413_211432,1.0,ipv6_parser,2026-04-13 13:14:33.956000+00:00,2,code_execution
108.0,,,,,,,52.17,,instrumented,43.0,51.41,329,False,,,,,,,20260409_133542,51.08,json_decoder,2026-04-09 05:47:26.799000+00:00,329,code_execution
63.0,,,,,,,63.0,,proxy,0.0,63.0,69,True,,,,,,,20260409_141821,63.0,cidrize,2026-04-09 06:32:04.109000+00:00,69,code_execution
10.0,,,,,,,41.3,,instrumented,21.0,42.08,75,False,,,,,,,20260416_143405,42.41,json_decoder,2026-04-16 06:35:13.420000+00:00,75,code_execution
15.0,,,,,,,46.38,,proxy,205.0,46.75,83,False,,,,,,,20260414_133605,46.75,json_decoder,2026-04-14 05:37:44.798000+00:00,83,code_execution
6.0,,,,,,,23.91,,instrumented,6.0,27.33,10,False,,,,,,,20260409_123226,28.79,json_decoder,2026-04-09 04:33:17.281000+00:00,10,code_execution
61.0,,,,,,,45.65,,instrumented,32.0,46.85,156,False,,,,,,,20260409_123226,47.37,json_decoder,2026-04-09 04:37:35.132000+00:00,156,code_execution
7.0,,,,,,,25.36,,instrumented,8.0,28.42,11,True,,,,,,,20260409_123226,29.72,json_decoder,2026-04-09 04:33:19.427000+00:00,11,code_execution
6.0,,,,,,,32.61,,instrumented,12.0,32.97,15,False,,,,,,,20260414_234543,33.13,json_decoder,2026-04-14 15:45:57.041000+00:00,15,code_execution
43.0,,,,,,,42.75,,instrumented,26.0,45.12,105,False,,,,,,,20260409_012300,46.13,json_decoder,2026-04-08 17:24:56.844000+00:00,105,code_execution
1.0,,,,,,,0.0,,proxy,0.0,0.0,2,False,,,,,,,20260415_003417,0.0,cidrize,2026-04-14 16:34:19.228000+00:00,2,behavioral
46.0,,,,,,,46.0,,proxy,29.0,46.0,78,False,,,,,,,20260414_212124,46.0,json_decoder,2026-04-14 13:23:44.240000+00:00,78,code_execution
11.0,,,,,,,37.68,,proxy,192.0,37.46,62,False,,,,,,,20260414_155639,37.46,json_decoder,2026-04-14 07:58:29.588000+00:00,62,code_execution
58.0,,,,,,,45.65,,instrumented,32.0,46.85,143,True,,,,,,,20260409_123226,47.37,json_decoder,2026-04-09 04:37:10.775000+00:00,143,code_execution
