behavioral_metric,binary_branch_coverage,binary_coverage_data_valid,binary_coverage_source,binary_function_coverage,binary_instrumentation_error,binary_statement_coverage,branch_coverage,coverage_data_valid,coverage_source,execution_metric,function_coverage,iteration,new_path_found,reference_branch_coverage,reference_coverage_data_valid,reference_coverage_source,reference_function_coverage,reference_instrumentation_error,reference_statement_coverage,run_id,statement_coverage,target,timestamp,total_inputs,tracking_mode
47.0,,,,,,,46.38,,proxy,25.0,47.06,206,False,,,,,,,20260418_183800,47.06,json_decoder,2026-04-18 10:41:47.430000+00:00,206,code_execution
5.0,,,,,,,0.0,,proxy,0.0,0.0,11,False,,,,,,,20260415_005239,0.0,ipv4_parser,2026-04-14 16:54:30.642000+00:00,11,behavioral
18.0,,,,,,,35.51,,instrumented,19.0,39.48,49,False,,,,,,,20260414_130236,41.18,json_decoder,2026-04-14 05:04:20.090000+00:00,49,code_execution
31.0,,,,,,,25.0,,instrumented,0.0,37.5,45,False,,,,,,,20260409_140933,40.62,ipv6_parser,2026-04-09 06:25:29.439000+00:00,45,code_execution
7.0,,,,,,,26.81,,instrumented,8.0,29.5,11,False,,,,,,,20260414_125913,30.65,json_decoder,2026-04-14 05:00:48.278000+00:00,11,code_execution
5.0,,,,,,,27.54,,instrumented,5.0,29.5,26,False,,,,,,,20260418_181902,30.34,json_decoder,2026-04-18 10:19:41.825000+00:00,26,code_execution
37.0,,,,,,,28.99,,whitebox_target,154.0,31.02,248,False,,,,,,,20260417_192418,31.89,json_decoder,2026-04-17 11:25:03.789000+00:00,248,code_execution
12.0,,,,,,,30.43,,instrumented,11.0,31.45,18,False,,,,,,,20260414_132307,31.89,json_decoder,2026-04-14 05:23:42.446000+00:00,18,code_execution
6.0,,,,,,,40.58,,instrumented,12.0,40.78,11,False,,,,,,,20260414_234105,40.87,json_decoder,2026-04-14 15:41:25.092000+00:00,11,code_execution
21.0,,,,,,,36.96,,instrumented,20.0,38.61,49,False,,,,,,,20260409_151209,39.32,json_decoder,2026-04-09 07:15:52.284000+00:00,49,code_execution
222.0,,,,,,,53.62,,instrumented,47.0,52.71,792,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:00:18.995000+00:00,792,code_execution
73.0,,,,,,,49.28,,instrumented,39.0,49.24,191,False,,,,,,,20260409_151209,49.23,json_decoder,2026-04-09 07:19:25.339000+00:00,191,code_execution
108.0,,,,,,,52.17,,instrumented,43.0,51.41,328,False,,,,,,,20260409_133542,51.08,json_decoder,2026-04-09 05:47:24.538000+00:00,328,code_execution
184.0,,,,,,,53.62,,instrumented,49.0,52.28,608,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:29:24.707000+00:00,608,code_execution
123.0,,,,,,,53.62,,instrumented,46.0,52.28,409,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:49:42.111000+00:00,409,code_execution
2.0,,,,,,,15.22,,instrumented,126.0,18.44,4,True,,,,,,,20260414_151303,19.81,json_decoder,2026-04-14 07:13:15.042000+00:00,4,code_execution
64.0,,,,,,,44.2,,instrumented,33.0,45.34,159,False,,,,,,,20260409_151209,45.82,json_decoder,2026-04-09 07:18:39.900000+00:00,159,code_execution
264.0,,,,,,,54.35,,instrumented,49.0,53.15,965,False,,,,,,,20260409_133542,52.63,json_decoder,2026-04-09 06:05:00.810000+00:00,965,code_execution
2.0,,,,,,,13.77,,instrumented,93.0,14.32,3,True,,,,,,,20260414_151107,14.55,json_decoder,2026-04-14 07:12:12.180000+00:00,3,code_execution
246.0,,,,,,,53.62,,instrumented,47.0,52.71,903,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:03:20.703000+00:00,903,code_execution
215.0,,,,,,,53.62,,instrumented,50.0,52.71,747,False,,,,,,,20260409_151209,52.32,json_decoder,2026-04-09 07:32:57.259000+00:00,747,code_execution
31.0,,,,,,,47.83,,instrumented,26.0,46.85,48,False,,,,,,,20260414_133700,46.44,json_decoder,2026-04-14 05:38:34.078000+00:00,48,code_execution
95.0,,,,,,,51.45,,instrumented,41.0,50.98,274,False,,,,,,,20260409_133542,50.77,json_decoder,2026-04-09 05:45:58.649000+00:00,274,code_execution
2.0,,,,,,,25.0,,instrumented,0.0,37.5,5,False,,,,,,,20260413_205336,40.62,ipv6_parser,2026-04-13 12:54:34.401000+00:00,5,code_execution
7.0,,,,,,,28.26,,instrumented,12.0,29.72,7,True,,,,,,,20260414_210657,30.34,json_decoder,2026-04-14 13:07:15.781000+00:00,7,code_execution
71.0,,,,,,,53.62,,instrumented,36.0,52.06,218,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:07:33.001000+00:00,218,code_execution
16.0,,,,,,,39.13,,instrumented,18.0,40.35,42,False,,,,,,,20260409_133542,40.87,json_decoder,2026-04-09 05:39:22.279000+00:00,42,code_execution
34.0,,,,,,,34.0,,proxy,23.0,34.0,65,False,,,,,,,20260409_012300,34.0,json_decoder,2026-04-08 17:24:27.081000+00:00,65,code_execution
27.0,,,,,,,40.58,,instrumented,18.0,41.21,55,False,,,,,,,20260414_132307,41.49,json_decoder,2026-04-14 05:24:40.985000+00:00,55,code_execution
10.0,,,,,,,15.94,,whitebox_target,133.0,19.74,64,False,,,,,,,20260417_213419,21.36,json_decoder,2026-04-17 13:34:37.050000+00:00,64,code_execution
1.0,,,,,,,24.29,,instrumented,0.0,37.97,1,True,,,,,,,20260414_131627,42.86,cidrize,2026-04-14 05:16:29.644000+00:00,1,code_execution
59.0,,,,,,,46.38,,instrumented,25.0,46.85,263,False,,,,,,,20260418_183800,47.06,json_decoder,2026-04-18 10:42:45.169000+00:00,263,code_execution
6.0,,,,,,,6.0,,proxy,5.0,6.0,15,False,,,,,,,20260409_014709,6.0,json_decoder,2026-04-08 17:47:46.353000+00:00,15,code_execution
85.0,,,,,,,50.72,,instrumented,39.0,50.33,234,False,,,,,,,20260409_133542,50.15,json_decoder,2026-04-09 05:44:53.846000+00:00,234,code_execution
84.0,,,,,,,53.62,,instrumented,36.0,52.06,267,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:08:03.534000+00:00,267,code_execution
147.0,,,,,,,52.17,,instrumented,47.0,51.41,456,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:25:42.018000+00:00,456,code_execution
6.0,,,,,,,14.29,,instrumented,0.0,44.83,6,False,,,,,,,20260418_142808,54.55,ipv4_parser,2026-04-18 06:29:14.062000+00:00,6,code_execution
10.0,,,,,,,42.03,,instrumented,188.0,43.38,66,True,,,,,,,20260414_160707,43.96,json_decoder,2026-04-14 08:08:36.418000+00:00,66,code_execution
138.0,,,,,,,53.62,,instrumented,47.0,52.71,465,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:51:18.983000+00:00,465,code_execution
1.0,,,,,,,0.0,,reference_percentages,0.0,0.0,1,True,,,,,,,20260418_124411,0.0,cidrize,2026-04-18 04:44:12.285000+00:00,1,code_execution
179.0,,,,,,,53.62,,instrumented,49.0,52.28,587,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:28:54.865000+00:00,587,code_execution
212.0,,,,,,,53.62,,instrumented,47.0,52.71,735,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:58:52.843000+00:00,735,code_execution
136.0,,,,,,,136.0,,proxy,46.0,136.0,413,False,,,,,,,20260409_151209,136.0,json_decoder,2026-04-09 07:24:42.454000+00:00,413,code_execution
10.0,,,,,,,25.0,,instrumented,0.0,37.5,10,False,,,,,,,20260409_130114,40.62,ipv6_parser,2026-04-09 05:03:10.166000+00:00,10,code_execution
6.0,,,,,,,28.99,,instrumented,13.0,30.37,21,False,,,,,,,20260414_124032,30.96,json_decoder,2026-04-14 04:41:10.166000+00:00,21,code_execution
29.0,,,,,,,41.3,,instrumented,20.0,41.65,63,False,,,,,,,20260414_132307,41.8,json_decoder,2026-04-14 05:24:53.718000+00:00,63,code_execution
32.0,,,,,,,27.54,,whitebox_target,144.0,29.93,248,False,,,,,,,20260417_183226,30.96,json_decoder,2026-04-17 10:33:41.291000+00:00,248,code_execution
124.0,,,,,,,55.07,,instrumented,40.0,52.93,452,True,,,,,,,20260409_130402,52.01,json_decoder,2026-04-09 05:10:01.887000+00:00,452,code_execution
1.0,,,,,,,0.28,,instrumentation_edges,33.0,0.28,1,True,,,,,,,20260418_145854,0.28,ipv4_parser,2026-04-18 06:58:55.054000+00:00,1,code_execution
5.0,,,,,,,24.64,,instrumented,8.0,27.33,5,True,,,,,,,20260414_210657,28.48,json_decoder,2026-04-14 13:07:11.590000+00:00,5,code_execution
68.0,,,,,,,68.0,,proxy,36.0,68.0,204,False,,,,,,,20260409_130402,68.0,json_decoder,2026-04-09 05:07:23.935000+00:00,204,code_execution
13.0,,,,,,,36.23,,instrumented,182.0,37.09,49,False,,,,,,,20260414_155026,37.46,json_decoder,2026-04-14 07:52:22.335000+00:00,49,code_execution
162.0,,,,,,,53.62,,instrumented,47.0,52.71,540,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:53:25.520000+00:00,540,code_execution
96.0,,,,,,,53.62,,instrumented,36.0,52.06,314,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:08:32.958000+00:00,314,code_execution
61.0,,,,,,,45.65,,instrumented,32.0,46.85,155,False,,,,,,,20260409_123226,47.37,json_decoder,2026-04-09 04:37:32.662000+00:00,155,code_execution
15.0,,,,,,,34.06,,instrumented,18.0,33.84,32,False,,,,,,,20260414_132822,33.75,json_decoder,2026-04-14 05:30:09.299000+00:00,32,code_execution
265.0,,,,,,,54.35,,instrumented,49.0,53.15,974,False,,,,,,,20260409_133542,52.63,json_decoder,2026-04-09 06:05:14.919000+00:00,974,code_execution
28.0,,,,,,,28.26,,whitebox_target,160.0,30.15,217,False,,,,,,,20260417_181623,30.96,json_decoder,2026-04-17 10:17:19.810000+00:00,217,code_execution
4.0,,,,,,,22.46,,instrumented,5.0,24.95,6,False,,,,,,,20260414_212124,26.01,json_decoder,2026-04-14 13:21:42.353000+00:00,6,code_execution
9.0,,,,,,,25.0,,instrumented,0.0,37.5,10,False,,,,,,,20260409_140933,40.62,ipv6_parser,2026-04-09 06:18:17.526000+00:00,10,code_execution
14.0,,,,,,,32.61,,instrumented,17.0,34.27,19,True,,,,,,,20260414_210120,34.98,json_decoder,2026-04-14 13:03:00.801000+00:00,19,code_execution
17.0,,,,,,,34.06,,instrumented,16.0,34.49,75,True,,,,,,,20260418_183800,34.67,json_decoder,2026-04-18 10:39:36.329000+00:00,75,code_execution
16.0,,,,,,,36.23,,instrumented,188.0,37.31,71,False,,,,,,,20260414_160159,37.77,json_decoder,2026-04-14 08:03:29.552000+00:00,71,code_execution
115.0,,,,,,,53.62,,instrumented,46.0,52.28,367,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:48:28.450000+00:00,367,code_execution
91.0,,,,,,,49.28,,instrumented,39.0,49.24,246,False,,,,,,,20260409_151209,49.23,json_decoder,2026-04-09 07:20:46.437000+00:00,246,code_execution
13.0,,,,,,,36.96,,instrumented,14.0,38.61,44,True,,,,,,,20260409_020552,39.32,json_decoder,2026-04-08 18:06:45.304000+00:00,44,code_execution
36.0,,,,,,,42.75,,instrumented,26.0,45.12,78,True,,,,,,,20260409_012300,46.13,json_decoder,2026-04-08 17:24:40.206000+00:00,78,code_execution
214.0,,,,,,,53.62,,instrumented,47.0,52.71,746,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:59:09.582000+00:00,746,code_execution
8.0,,,,,,,28.26,,instrumented,12.0,29.72,10,False,,,,,,,20260414_210657,30.34,json_decoder,2026-04-14 13:07:21.610000+00:00,10,code_execution
191.0,,,,,,,53.62,,instrumented,47.0,52.71,639,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:56:17.691000+00:00,639,code_execution
205.0,,,,,,,53.62,,instrumented,50.0,52.71,714,False,,,,,,,20260409_151209,52.32,json_decoder,2026-04-09 07:32:06.227000+00:00,714,code_execution
3.0,,,,,,,3.0,,proxy,2.0,3.0,8,False,,,,,,,20260409_023714,3.0,json_decoder,2026-04-08 18:37:47.687000+00:00,8,code_execution
240.0,,,,,,,53.62,,instrumented,47.0,52.71,887,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:02:54.016000+00:00,887,code_execution
106.0,,,,,,,53.62,,instrumented,36.0,52.06,357,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:09:00.201000+00:00,357,code_execution
29.0,,,,,,,16.67,,whitebox_target,134.0,19.96,141,False,,,,,,,20260417_195440,21.36,json_decoder,2026-04-17 11:55:14.880000+00:00,141,code_execution
1.0,,,,,,,0.0,,whitebox_target,0.0,0.0,1,False,,,,,,,20260417_211319,0.0,json_decoder,2026-04-17 13:13:19.772000+00:00,1,code_execution
66.0,,,,,,,48.55,,instrumented,37.0,47.72,176,False,,,,,,,20260409_133542,47.37,json_decoder,2026-04-09 05:43:18.053000+00:00,176,code_execution
9.0,,,,,,,31.16,,instrumented,14.0,32.1,19,False,,,,,,,20260409_113457,32.51,json_decoder,2026-04-09 03:35:57.390000+00:00,19,code_execution
74.0,,,,,,,53.62,,instrumented,36.0,52.06,231,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:07:41.013000+00:00,231,code_execution
1.0,,,,,,,16.67,,instrumented,122.0,19.96,1,True,,,,,,,20260414_160159,21.36,json_decoder,2026-04-14 08:02:01.884000+00:00,1,code_execution
24.0,,,,,,,25.0,,instrumented,0.0,37.5,36,False,,,,,,,20260409_140933,40.62,ipv6_parser,2026-04-09 06:23:29.272000+00:00,36,code_execution
76.0,,,,,,,49.28,,instrumented,39.0,49.24,194,False,,,,,,,20260409_151209,49.23,json_decoder,2026-04-09 07:19:29.530000+00:00,194,code_execution
7.0,,,,,,,29.71,,instrumented,10.0,34.06,10,True,,,,,,,20260414_130236,35.91,json_decoder,2026-04-14 05:03:16.300000+00:00,10,code_execution
3.0,,,,,,,24.29,,instrumented,0.0,37.97,3,True,,,,,,,20260409_012538,42.86,cidrize,2026-04-08 17:25:52.474000+00:00,3,code_execution
38.0,,,,,,,50.0,,instrumented,29.0,49.67,94,False,,,,,,,20260409_130402,49.54,json_decoder,2026-04-09 05:06:12.941000+00:00,94,code_execution
1.0,,,,,,,33.33,,instrumented,0.0,44.12,1,True,,,,,,,20260414_210506,46.43,ipv4_parser,2026-04-14 13:05:06.254000+00:00,1,code_execution
5.0,,,,,,,25.0,,instrumented,0.0,37.5,6,False,,,,,,,20260414_132116,40.62,ipv6_parser,2026-04-14 05:22:16.502000+00:00,6,code_execution
13.0,,,,,,,36.23,,instrumented,188.0,37.31,45,False,,,,,,,20260414_160159,37.77,json_decoder,2026-04-14 08:03:03.516000+00:00,45,code_execution
35.0,,,,,,,50.0,,instrumented,29.0,49.67,84,False,,,,,,,20260409_130402,49.54,json_decoder,2026-04-09 05:06:03.116000+00:00,84,code_execution
98.0,,,,,,,52.17,,instrumented,43.0,51.41,283,False,,,,,,,20260409_133542,51.08,json_decoder,2026-04-09 05:46:11.430000+00:00,283,code_execution
2.0,,,,,,,9.42,,instrumented,2.0,10.41,2,True,,,,,,,20260414_125124,10.84,json_decoder,2026-04-14 04:51:28.349000+00:00,2,code_execution
88.0,,,,,,,45.65,,instrumented,34.0,47.94,226,False,,,,,,,20260409_123226,48.92,json_decoder,2026-04-09 04:39:37.101000+00:00,226,code_execution
2.0,,,,,,,28.57,,instrumented,0.0,39.85,2,True,,,,,,,20260414_131627,43.88,cidrize,2026-04-14 05:16:32.796000+00:00,2,code_execution
53.0,,,,,,,46.38,,instrumented,29.0,44.9,91,False,,,,,,,20260414_212124,44.27,json_decoder,2026-04-14 13:24:05.354000+00:00,91,code_execution
3.0,,,,,,,0.0,,proxy,0.0,0.0,3,True,,,,,,,20260415_005454,0.0,ipv6_parser,2026-04-14 16:55:52.905000+00:00,3,behavioral
7.0,,,,,,,32.61,,instrumented,167.0,33.62,42,False,,,,,,,20260414_160707,34.06,json_decoder,2026-04-14 08:08:12.546000+00:00,42,code_execution
20.0,,,,,,,48.55,,instrumented,30.0,46.64,112,False,,,,,,,20260414_234105,45.82,json_decoder,2026-04-14 15:43:05.947000+00:00,112,code_execution
16.0,,,,,,,42.75,,instrumented,20.0,43.82,44,False,,,,,,,20260409_130402,44.27,json_decoder,2026-04-09 05:05:22.874000+00:00,44,code_execution
15.0,,,,,,,38.41,,instrumented,16.0,39.7,53,False,,,,,,,20260409_020552,40.25,json_decoder,2026-04-08 18:06:53.991000+00:00,53,code_execution
185.0,,,,,,,53.62,,instrumented,49.0,52.28,620,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:29:44.141000+00:00,620,code_execution
3.0,,,,,,,26.81,,whitebox_target,153.0,28.85,9,True,,,,,,,20260416_220310,29.72,json_decoder,2026-04-16 14:04:33.914000+00:00,9,code_execution
21.0,,,,,,,38.41,,instrumented,194.0,38.83,94,False,,,,,,,20260414_160159,39.01,json_decoder,2026-04-14 08:03:51.302000+00:00,94,code_execution
115.0,,,,,,,50.0,,instrumented,42.0,50.11,333,False,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:22:48.825000+00:00,333,code_execution
46.0,,,,,,,29.71,,whitebox_target,156.0,31.45,303,True,,,,,,,20260417_192418,32.2,json_decoder,2026-04-17 11:25:14.336000+00:00,303,code_execution
46.0,,,,,,,46.0,,proxy,0.0,46.0,50,True,,,,,,,20260409_141821,46.0,cidrize,2026-04-09 06:29:02.814000+00:00,50,code_execution
222.0,,,,,,,53.62,,instrumented,47.0,52.71,790,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:00:16.112000+00:00,790,code_execution
24.0,,,,,,,33.33,,instrumented,18.0,35.14,57,True,,,,,,,20260409_123226,35.91,json_decoder,2026-04-09 04:34:35.377000+00:00,57,code_execution
13.0,,,,,,,24.29,,instrumented,0.0,37.97,13,False,,,,,,,20260409_120201,42.86,cidrize,2026-04-09 04:04:56.021000+00:00,13,code_execution
16.0,,,,,,,34.06,,instrumented,18.0,33.84,36,False,,,,,,,20260414_132822,33.75,json_decoder,2026-04-14 05:30:13.098000+00:00,36,code_execution
2.0,,,,,,,9.42,,instrumented,2.0,10.41,3,False,,,,,,,20260413_205440,10.84,json_decoder,2026-04-13 12:54:44.518000+00:00,3,code_execution
205.0,,,,,,,53.62,,instrumented,50.0,52.71,713,False,,,,,,,20260409_151209,52.32,json_decoder,2026-04-09 07:32:04.359000+00:00,713,code_execution
13.0,,,,,,,15.94,,whitebox_target,133.0,19.74,91,True,,,,,,,20260418_125757,21.36,json_decoder,2026-04-18 04:58:20.755000+00:00,91,code_execution
85.0,,,,,,,49.28,,instrumented,39.0,49.24,229,False,,,,,,,20260409_151209,49.23,json_decoder,2026-04-09 07:20:21.165000+00:00,229,code_execution
113.0,,,,,,,50.0,,instrumented,42.0,50.11,325,False,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:22:37.240000+00:00,325,code_execution
55.0,,,,,,,55.0,,proxy,0.0,55.0,60,True,,,,,,,20260409_141821,55.0,cidrize,2026-04-09 06:30:42.789000+00:00,60,code_execution
13.0,,,,,,,32.61,,proxy,13.0,32.82,45,False,,,,,,,20260418_183800,32.82,json_decoder,2026-04-18 10:39:03.734000+00:00,45,code_execution
5.0,,,,,,,28.99,,instrumented,160.0,30.37,9,False,,,,,,,20260414_133605,30.96,json_decoder,2026-04-14 05:36:30.233000+00:00,9,code_execution
13.0,,,,,,,38.41,,instrumented,12.0,40.35,21,False,,,,,,,20260414_154058,41.18,json_decoder,2026-04-14 07:41:49.067000+00:00,21,code_execution
20.0,,,,,,,15.94,,whitebox_target,133.0,19.74,117,False,,,,,,,20260417_212152,21.36,json_decoder,2026-04-17 13:22:32.968000+00:00,117,code_execution
20.0,,,,,,,29.71,,instrumented,14.0,32.97,41,False,,,,,,,20260409_123226,34.37,json_decoder,2026-04-09 04:34:08.701000+00:00,41,code_execution
10.0,,,,,,,28.26,,instrumented,12.0,29.72,16,False,,,,,,,20260414_210657,30.34,json_decoder,2026-04-14 13:07:33.579000+00:00,16,code_execution
1.0,,,,,,,1.0,,proxy,0.0,1.0,2,False,,,,,,,20260414_154001,1.0,ipv4_parser,2026-04-14 07:40:02.247000+00:00,2,code_execution
4.0,,,,,,,25.36,,instrumented,6.0,28.2,4,True,,,,,,,20260414_131255,29.41,json_decoder,2026-04-14 05:13:03.590000+00:00,4,code_execution
102.0,,,,,,,50.0,,instrumented,42.0,50.54,288,False,,,,,,,20260409_123226,50.77,json_decoder,2026-04-09 04:41:22.059000+00:00,288,code_execution
143.0,,,,,,,52.17,,instrumented,47.0,51.41,437,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:25:17.129000+00:00,437,code_execution
102.0,,,,,,,52.17,,instrumented,43.0,51.41,303,False,,,,,,,20260409_133542,51.08,json_decoder,2026-04-09 05:46:42.945000+00:00,303,code_execution
3.0,,,,,,,35.51,,whitebox_target,172.0,35.14,25,False,,,,,,,20260416_183234,34.98,json_decoder,2026-04-16 10:33:26.446000+00:00,25,code_execution
77.0,,,,,,,53.62,,instrumented,36.0,52.06,244,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:07:49.089000+00:00,244,code_execution
34.0,,,,,,,34.0,,proxy,0.0,34.0,38,True,,,,,,,20260409_141821,34.0,cidrize,2026-04-09 06:26:49.278000+00:00,38,code_execution
16.0,,,,,,,35.51,,instrumented,22.0,34.92,43,False,,,,,,,20260409_113457,34.67,json_decoder,2026-04-09 03:36:36.997000+00:00,43,code_execution
177.0,,,,,,,53.62,,instrumented,49.0,52.28,573,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:28:34.163000+00:00,573,code_execution
24.0,,,,,,,40.58,,instrumented,18.0,41.21,41,False,,,,,,,20260414_132307,41.49,json_decoder,2026-04-14 05:24:19.581000+00:00,41,code_execution
12.0,,,,,,,43.48,,instrumented,14.0,43.82,41,False,,,,,,,20260414_163701,43.96,json_decoder,2026-04-14 08:38:12.451000+00:00,41,code_execution
117.0,,,,,,,50.0,,instrumented,42.0,50.11,349,False,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:23:11.743000+00:00,349,code_execution
10.0,,,,,,,42.75,,instrumented,190.0,44.03,57,False,,,,,,,20260414_151303,44.58,json_decoder,2026-04-14 07:14:08.421000+00:00,57,code_execution
8.0,,,,,,,39.13,,instrumented,170.0,39.7,15,True,,,,,,,20260414_133605,39.94,json_decoder,2026-04-14 05:36:36.468000+00:00,15,code_execution
109.0,,,,,,,54.35,,instrumented,38.0,52.49,381,False,,,,,,,20260409_130402,51.7,json_decoder,2026-04-09 05:09:15.863000+00:00,381,code_execution
1.0,,,,,,,9.42,,instrumented,2.0,10.41,1,True,,,,,,,20260414_234543,10.84,json_decoder,2026-04-14 15:45:43.741000+00:00,1,code_execution
72.0,,,,,,,50.72,,instrumented,39.0,50.33,192,False,,,,,,,20260409_133542,50.15,json_decoder,2026-04-09 05:43:46.032000+00:00,192,code_execution
108.0,,,,,,,52.17,,instrumented,43.0,51.41,325,False,,,,,,,20260409_133542,51.08,json_decoder,2026-04-09 05:47:20.487000+00:00,325,code_execution
44.0,,,,,,,44.0,,proxy,0.0,44.0,48,True,,,,,,,20260409_141821,44.0,cidrize,2026-04-09 06:28:43.810000+00:00,48,code_execution
253.0,,,,,,,53.62,,instrumented,47.0,52.71,921,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:03:49.589000+00:00,921,code_execution
2.0,,,,,,,2.0,,proxy,0.0,2.0,2,True,,,,,,,20260409_020552,2.0,json_decoder,2026-04-08 18:05:55.668000+00:00,2,code_execution
44.0,,,,,,,46.38,,instrumented,31.0,44.9,120,False,,,,,,,20260409_133542,44.27,json_decoder,2026-04-09 05:41:37.541000+00:00,120,code_execution
14.0,,,,,,,37.68,,instrumented,31.0,36.88,93,False,,,,,,,20260414_124032,36.53,json_decoder,2026-04-14 04:42:32.655000+00:00,93,code_execution
91.0,,,,,,,49.28,,instrumented,39.0,49.24,244,False,,,,,,,20260409_151209,49.23,json_decoder,2026-04-09 07:20:43.682000+00:00,244,code_execution
88.0,,,,,,,45.65,,instrumented,34.0,47.94,229,False,,,,,,,20260409_123226,48.92,json_decoder,2026-04-09 04:39:42.718000+00:00,229,code_execution
6.0,,,,,,,31.16,,instrumented,10.0,34.92,14,False,,,,,,,20260414_125516,36.53,json_decoder,2026-04-14 04:55:50.658000+00:00,14,code_execution
1.0,,,,,,,7.25,,instrumented,2.0,9.98,1,True,,,,,,,20260416_143405,11.15,json_decoder,2026-04-16 06:34:05.560000+00:00,1,code_execution
20.0,,,,,,,34.06,,proxy,17.0,35.29,87,False,,,,,,,20260418_183800,35.29,json_decoder,2026-04-18 10:39:49.297000+00:00,87,code_execution
79.0,,,,,,,45.65,,instrumented,34.0,47.94,200,False,,,,,,,20260409_123226,48.92,json_decoder,2026-04-09 04:38:52.240000+00:00,200,code_execution
3.0,,,,,,,3.0,,proxy,0.0,3.0,3,True,,,,,,,20260409_141821,3.0,cidrize,2026-04-09 06:18:36.179000+00:00,3,code_execution
15.0,,,,,,,36.96,,instrumented,20.0,38.61,30,True,,,,,,,20260414_125516,39.32,json_decoder,2026-04-14 04:56:20.314000+00:00,30,code_execution
2.0,,,,,,,14.29,,instrumented,0.0,30.45,2,False,,,,,,,20260414_133414,36.22,cidrize,2026-04-14 05:34:20.077000+00:00,2,code_execution
88.0,,,,,,,49.28,,instrumented,39.0,49.24,236,False,,,,,,,20260409_151209,49.23,json_decoder,2026-04-09 07:20:31.536000+00:00,236,code_execution
174.0,,,,,,,53.62,,instrumented,47.0,52.71,582,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:54:34.840000+00:00,582,code_execution
1.0,,,,,,,1.0,,proxy,0.0,1.0,1,True,,,,,,,20260414_154001,1.0,ipv4_parser,2026-04-14 07:40:01.455000+00:00,1,code_execution
113.0,,,,,,,50.0,,instrumented,42.0,50.11,328,False,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:22:41.248000+00:00,328,code_execution
53.0,,,,,,,44.93,,instrumented,30.0,46.2,130,False,,,,,,,20260409_123226,46.75,json_decoder,2026-04-09 04:36:46.730000+00:00,130,code_execution
2.0,,,,,,,9.42,,instrumented,2.0,10.41,2,True,,,,,,,20260416_020658,10.84,json_decoder,2026-04-15 18:06:59.451000+00:00,2,code_execution
5.0,,,,,,,36.23,,proxy,15.0,39.94,44,True,,,,,,,20260416_143405,39.94,json_decoder,2026-04-16 06:34:50.982000+00:00,44,code_execution
8.0,,,,,,,15.94,,whitebox_target,124.0,19.74,28,False,,,,,,,20260418_105851,21.36,json_decoder,2026-04-18 02:59:31.183000+00:00,28,code_execution
13.0,,,,,,,37.68,,instrumented,31.0,36.88,76,False,,,,,,,20260414_124032,36.53,json_decoder,2026-04-14 04:42:14.790000+00:00,76,code_execution
33.0,,,,,,,39.86,,instrumented,23.0,39.48,157,False,,,,,,,20260418_183800,39.32,json_decoder,2026-04-18 10:40:58.781000+00:00,157,code_execution
10.0,,,,,,,37.68,,instrumented,192.0,37.53,58,False,,,,,,,20260414_155639,37.46,json_decoder,2026-04-14 07:58:25.515000+00:00,58,code_execution
10.0,,,,,,,35.51,,instrumented,183.0,36.88,63,False,,,,,,,20260414_160707,37.46,json_decoder,2026-04-14 08:08:33.653000+00:00,63,code_execution
91.0,,,,,,,49.28,,instrumented,39.0,49.24,245,False,,,,,,,20260409_151209,49.23,json_decoder,2026-04-09 07:20:44.334000+00:00,245,code_execution
