corpus_size,elapsed_s,iteration,run_id,runs_per_sec,target,timestamp,unique_bugs
0,439.39099999994505,150,20260409_151215,0.34138159407001684,json_decoder,2026-04-09 07:19:34.801000+00:00,43
0,1038.734999999986,500,20260409_151215,0.4813547247373071,json_decoder,2026-04-09 07:29:34.154000+00:00,117
32,67.15599999998813,50,20260418_122430,0.7445351122760265,json_decoder,2026-04-18 04:25:38.185000+00:00,1
32,59.4705386669375,350,20260417_213419,5.885267022048711,json_decoder,2026-04-17 13:35:19.314000+00:00,1
10,85.19925974996295,500,20260417_192418,5.86859558953172,json_decoder,2026-04-17 11:25:43.888000+00:00,2
12,68.2056379999267,300,20260417_181623,4.398463364572917,json_decoder,2026-04-17 10:17:32.419000+00:00,2
0,527.0629999999655,200,20260409_151215,0.37946127882248054,json_decoder,2026-04-09 07:21:02.463000+00:00,57
0,177.04184891690966,150,20260409_130404,0.8472573062112501,json_decoder,2026-04-09 05:07:02.497000+00:00,41
8,27.7376253339462,50,20260417_181623,1.8026056447885028,json_decoder,2026-04-17 10:16:51.995000+00:00,1
32,26.9342039169278,150,20260417_212724,5.56912691619324,json_decoder,2026-04-17 13:27:51.323000+00:00,1
0,289.27387695899233,301,20260409_130404,1.0405364050299986,json_decoder,2026-04-09 05:08:54.515000+00:00,70
5,63.86412395897787,50,20260417_181237,0.7829121719749373,json_decoder,2026-04-17 10:13:42.006000+00:00,12
33,74.26831329194829,400,20260417_195441,5.385876994777065,json_decoder,2026-04-17 11:55:56.436000+00:00,2
0,214.4247780420119,200,20260409_130404,0.9327280262396462,json_decoder,2026-04-09 05:07:39.657000+00:00,50
32,108.89099999997416,100,20260418_110546,0.9183495422029712,json_decoder,2026-04-18 03:07:35.579000+00:00,1
32,36.75640195806045,100,20260417_212153,2.7206144963291385,json_decoder,2026-04-17 13:22:30.094000+00:00,2
12,116.05131816596258,700,20260417_192418,6.031814296145646,json_decoder,2026-04-17 11:26:14.745000+00:00,2
13,82.98646766599268,300,20260417_183227,3.6150472292356417,json_decoder,2026-04-17 10:33:50.534000+00:00,3
0,106.875,50,20260414_154101,0.4678362573099415,json_decoder,2026-04-14 07:42:47.867000+00:00,29
32,17.274489625007845,50,20260417_224617,2.894441519569774,json_decoder,2026-04-17 14:46:35.044000+00:00,2
