iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,'127.0.99999.1',INVALIDITY,1,0
2,11.411,'239.255.255255.255255.255255.255255.255.255',RELIABILITY,1,0
3,22.847,'1.2.3{.4',INVALIDITY,1,0
4,34.296,'1.720.99999.1',INVALIDITY,1,0
5,45.707,'09.10.99.10.99.10.99.100',INVALIDITY,1,0
6,57.111,'1.2.3{.4.2.3{.4.2.3{.4.2.3{.4.2.3{.4.2.3{.4.2.3{.4.2.3{.4.2.3{.4',INVALIDITY,0,0
7,68.514,'1.720.99999.1.99999.1',INVALIDITY,0,0
8,79.911,'1111111111.2.3.4',INVALIDITY,1,0
9,91.364,'239.255.255255.255255.255255.255255.255.255',RELIABILITY,0,0
10,102.897,'2]55.255.255.255',RELIABILITY,1,0
11,114.376,'09.10.99........100',INVALIDITY,1,0
12,126.135,'1111111111.256.3.4',INVALIDITY,0,0
13,140.657,'09..0.99.......1100',INVALIDITY,0,0
14,152.083,'2]55.255.255.255/-1',RELIABILITY,0,0
15,163.762,'',INVALIDITY,0,0
16,175.180,'255.255.255.255',RELIABILITY,1,0
17,186.601,'1\n92.168.1.1',INVALIDITY,1,0
18,198.016,'',INVALIDITY,0,0
19,209.436,'09.10.99.10.{99.10.99.100',INVALIDITY,0,0
20,232.306,'2}55.255.255.255',RELIABILITY,1,0
21,243.896,'10.°.0.1',INVALIDITY,0,0
22,255.317,'127.2255.255.255',RELIABILITY,1,0
23,266.709,'127.0.99999.1',INVALIDITY,0,0
24,278.117,'111111111..2.314',INVALIDITY,1,0
25,305.300,'1111111111.{2.3.4',INVALIDITY,0,0
26,316.700,'255.255.255.255555555555',RELIABILITY,0,0
27,328.094,'2}55.255.255.25.25.25.255',RELIABILITY,0,0
28,350.640,'255.255.255.}255',RELIABILITY,0,0
29,373.261,'239.255.255.255.255.255',RELIABILITY,0,0
30,384.672,'10.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1',FUNCTIONAL,1,0
31,396.074,'1111111111.2.3.44',INVALIDITY,0,0
32,407.534,'10.255.255.25q',RELIABILITY,1,0
33,418.977,'10.255.>255.25q',RELIABILITY,0,0
34,430.870,'09.10.99.100.1',INVALIDITY,1,0
35,445.380,'11111111111111111111111111111111111111111..2.314',INVALIDITY,1,0
36,456.820,'2]55.255.255',RELIABILITY,0,0
37,468.245,'1.2;.3.4',INVALIDITY,1,0
38,479.668,'111111111..2.314.1',INVALIDITY,0,0
39,491.094,'09.10.99.09.10.99.100.1',INVALIDITY,0,0
40,502.471,'255.25.25.255.255.255',RELIABILITY,0,0
41,513.889,'11111111111111111111111111111111111111111..11111..11111..11111..11111..11111..2.314',INVALIDITY,0,0
42,525.289,'111111111111111111111111111111111111111111111..2.314',INVALIDITY,0,0
43,536.700,'10.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.,FUNCTIONAL,0,0
44,548.102,'1.2.32.32.32.32.3{.4',INVALIDITY,1,0
45,559.496,'127.255.255.2127.255.255.2127.255.255.2127.255.255.2127.255.255.2127.255.255.2127.255.255.255',RELIABILITY,0,0
46,570.924,'111111111..1..1..1..1..1..1..1..1..1..2.314',INVALIDITY,0,0
47,582.322,'111111111..2.314.2.314.2.314.2.314.2.314.2.314.2.314.2.314.2.314.2.314',INVALIDITY,0,0
48,610.759,'111111111111111111111111111111111111111111111111..2.314',INVALIDITY,0,0
49,622.183,'115111111..2.314',INVALIDITY,0,0
50,633.566,'',INVALIDITY,0,0
51,644.968,'255.255.255.255',RELIABILITY,0,0
52,656.387,'255.255.255.255',RELIABILITY,0,0
53,667.842,'1\n92.11111111168.1.1',INVALIDITY,0,0
54,679.230,'127.255.255.255',RELIABILITY,0,0
55,690.623,'00.01.002.000',INVALIDITY,1,0
56,702.007,'1.72.72.72.720.99999.1',INVALIDITY,1,0
57,713.436,"""255.255.255.2'55""",RELIABILITY,0,0
58,724.833,'09.10.99........1...1...1...1...1...1...1...1...100',INVALIDITY,0,0
59,736.690,'1\n92.168.1.1111111111',INVALIDITY,0,0
