iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,"'{""è"": {""eZ"": 1616084502, ""*96\\t"": 21, ""Óh/\\ø16ã"": 999}}'",PERFORMANCE,1,0
2,0.272,"'{""\\x1e\\U00010d94aã"": {}}'",INVALIDITY,1,0
3,0.541,'{y',INVALIDITY,1,0
4,0.806,'^0',INVALIDITY,1,0
5,1.074,"'{""ô\\x1eHÅ8"": -16875, ""Å\\x81O\\x8dÐ"": -30007, ""^U0005d596\\U000a9741Q\\x84\\x8a"": 578138926, ""AÌX\\x93*"": 24738, ""\\U0",INVALIDITY,1,0
6,1.339,"'{""a :""null}'",INVALIDITY,1,0
7,1.862,'{u',INVALIDITY,0,0
8,2.128,"'{""ê9\\U0005683f枦¶"": -18960, ""Ï\\x03ß\\U00075737\\U00040a78"": 5771, ""K\\U000f7c3b\\U0010d4a5\\U000e7fb7"": =8967, ""\\x98""",INVALIDITY,1,0
9,2.392,"'{""6\\U000a6c90"": {""½\\x92𮡁"": 28973, "" \\\\"": 20634, ""\\x08ã"": -123, ""\\U00043b00±"": -23694, ""\\x1b[93m"": -11760, ""\\U00",INVALIDITY,1,0
10,2.656,"'{""\\U00047396\\x8d"": -10769, ""\\U000e9fc5¥î<Ç"": -32544, ""¯"": 3489564137918455343, ""nil"": 274877906945, ""aÚÛe5"": 26898, ",INVALIDITY,1,0
11,2.920,'{',INVALIDITY,0,0
12,3.966,"'[null, true, false, 0, """" """" """" """" """" """" """" """" """" """", {}]'",INVALIDITY,1,0
13,4.229,"'{""a"": trug, ""b"": false}'",INVALIDITY,1,0
14,4.494,"'{""6\\U000a6c90"": {""½\\x92𮡁"": 28973, "" \\\\"": 20634, ""\\x08ã"": -123, ""\\U00043b00±"": -23694, ""\\x1b[93m"": -11760, ""\\U00",INVALIDITY,0,0
15,4.756,'z}',INVALIDITY,0,0
16,5.021,"'{""a\x02: null}'",INVALIDITY,1,0
17,5.289,'s}',INVALIDITY,0,0
18,5.584,'falslslslse',INVALIDITY,0,0
19,5.927,"'{""a"": [1, {""b"":""b"":""b"":""b"":""b"":""b"":""b"": 2}]}'",INVALIDITY,1,0
20,6.194,"'{""\\U00047396\\x8d"": -10769, ""\\U000e9fc5¥î<Ç"": -32544, ""¯"": 3489564137918455343, ""nil"": 274877906945, ""aÚÛe5"": 26898, ",INVALIDITY,0,0
21,6.459,"'{""a"": trte, ""b"": false}'",INVALIDITY,0,0
22,7.242,"'{""Å"": -29, """"\\U000a12d5¨\\U000689c1\\x9f"": -3520,""""\\x84ð"": 117, ""ó8"": 25386}'",INVALIDITY,1,0
23,7.766,"'{""\\U00047396\\x8d"": -10769, ""\\U000e9fc5¥î<Ç"": -32544, ""¯"": 3489564137918455343, ""nil"": 274877906945, ""aÚÛe5"": 26898, ",INVALIDITY,0,0
