timestamp,run_id,statement_coverage,branch_coverage,function_coverage,map_density,total_inputs,coverage_source
2026-04-21 18:15:54,20260421_181554,11.15,7.25,9.98,0.0061,1,instrumented
2026-04-21 18:15:55,20260421_181554,11.15,7.25,9.98,0.0061,2,instrumented
2026-04-21 18:15:56,20260421_181554,11.15,7.25,9.98,0.0061,3,instrumented
2026-04-21 18:15:57,20260421_181554,11.15,7.25,9.98,0.0061,4,instrumented
2026-04-21 18:15:58,20260421_181554,14.55,13.77,14.32,0.0061,5,instrumented
2026-04-21 18:15:59,20260421_181554,14.55,13.77,14.32,0.0061,6,instrumented
2026-04-21 18:15:59,20260421_181554,14.55,13.77,14.32,0.0061,7,instrumented
2026-04-21 18:16:00,20260421_181554,14.55,13.77,14.32,0.0061,8,instrumented
2026-04-21 18:16:01,20260421_181554,26.63,23.19,25.6,0.0061,9,instrumented
2026-04-21 18:16:02,20260421_181554,26.63,23.19,25.6,0.0061,10,instrumented
2026-04-21 18:16:03,20260421_181554,29.41,26.09,28.42,0.0061,11,instrumented
2026-04-21 18:16:04,20260421_181554,29.41,26.09,28.42,0.0061,12,instrumented
2026-04-21 18:16:04,20260421_181554,29.41,26.09,28.42,0.0061,13,instrumented
2026-04-21 18:16:05,20260421_181554,29.41,26.09,28.42,0.0061,14,instrumented
2026-04-21 18:16:06,20260421_181554,30.96,28.99,30.37,0.0061,15,instrumented
2026-04-21 18:16:06,20260421_181554,30.96,28.99,30.37,0.0061,16,proxy
2026-04-21 18:16:07,20260421_181554,30.96,28.99,30.37,0.0061,17,instrumented
2026-04-21 18:16:08,20260421_181554,30.96,28.99,30.37,0.0061,18,instrumented
2026-04-21 18:16:09,20260421_181554,30.96,28.99,30.37,0.0061,19,instrumented
2026-04-21 18:16:10,20260421_181554,30.96,28.99,30.37,0.0061,20,instrumented
2026-04-21 18:16:10,20260421_181554,30.96,28.99,30.37,0.0061,21,instrumented
2026-04-21 18:16:11,20260421_181554,30.96,28.99,30.37,0.0061,22,instrumented
2026-04-21 18:16:12,20260421_181554,30.96,28.99,30.37,0.0061,23,instrumented
2026-04-21 18:16:13,20260421_181554,30.96,28.99,30.37,0.0061,24,instrumented
2026-04-21 18:16:14,20260421_181554,30.96,28.99,30.37,0.0061,25,instrumented
2026-04-21 18:16:15,20260421_181554,30.96,28.99,30.37,0.0061,26,instrumented
2026-04-21 18:16:16,20260421_181554,32.82,28.99,31.67,0.0061,27,instrumented
2026-04-21 18:16:17,20260421_181554,32.82,28.99,31.67,0.0061,28,instrumented
2026-04-21 18:16:18,20260421_181554,32.82,28.99,31.67,0.0061,29,instrumented
2026-04-21 18:16:19,20260421_181554,32.82,28.99,31.67,0.0061,30,instrumented
2026-04-21 18:16:19,20260421_181554,32.82,28.99,31.67,0.0061,31,instrumented
2026-04-21 18:16:21,20260421_181554,32.82,28.99,31.67,0.0061,32,instrumented
2026-04-21 18:16:21,20260421_181554,32.82,28.99,31.67,0.0061,33,instrumented
2026-04-21 18:16:22,20260421_181554,32.82,28.99,31.67,0.0061,34,instrumented
2026-04-21 18:16:23,20260421_181554,32.82,28.99,31.67,0.0061,35,instrumented
2026-04-21 18:16:24,20260421_181554,32.82,28.99,31.67,0.0061,36,instrumented
2026-04-21 18:16:25,20260421_181554,32.82,28.99,31.67,0.0061,37,instrumented
2026-04-21 18:16:26,20260421_181554,32.82,28.99,31.67,0.0061,38,instrumented
2026-04-21 18:16:27,20260421_181554,32.82,28.99,31.67,0.0061,39,instrumented
2026-04-21 18:16:27,20260421_181554,32.82,28.99,31.67,0.0061,40,proxy
2026-04-21 18:16:28,20260421_181554,32.82,28.99,31.67,0.0061,41,instrumented
2026-04-21 18:16:29,20260421_181554,32.82,28.99,31.67,0.0061,42,instrumented
2026-04-21 18:16:31,20260421_181554,32.82,28.99,31.67,0.0061,43,instrumented
2026-04-21 18:16:32,20260421_181554,32.82,28.99,31.67,0.0061,44,instrumented
2026-04-21 18:16:33,20260421_181554,32.82,28.99,31.67,0.0061,45,instrumented
2026-04-21 18:16:34,20260421_181554,32.82,28.99,31.67,0.0061,46,instrumented
2026-04-21 18:16:35,20260421_181554,32.82,28.99,31.67,0.0061,47,instrumented
2026-04-21 18:16:35,20260421_181554,32.82,28.99,31.67,0.0061,48,instrumented
2026-04-21 18:16:35,20260421_181554,32.82,28.99,31.67,0.0061,49,proxy
2026-04-21 18:16:36,20260421_181554,32.82,28.99,31.67,0.0061,50,instrumented
