iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,'9e90:93c8:2754:2813:4e31:fc18:f488:1a06:e39b:110e:fc8e',INVALIDITY,1,0
2,11.169,'9217:30a:28(64:d37f:a39d:d79a:4c79:f448',BONUS,1,0
3,22.290,'b71:5a01:70e\\a:9e21:2270:f42d:fe75:4279',BONUS,1,0
4,33.468,'473e:57f5:3864:4cf6:47e6:c524',BONUS,1,0
5,44.591,'9d18:63a0:d152:e743:12cc:23a2:9af1:2b&96',BONUS,1,0
6,66.858,'fcee:2a38:9697:90ba:2eae:cb3a:6196',BONUS,1,0
7,78.138,'fcee:2a38:9697:90ba:2eae:cb3a:6196',BONUS,0,0
8,89.259,'473e:57f5:3864:4cf6:47e6:c524',BONUS,0,0
9,100.508,"'9d18:63a0:d1""52:e743:12cc:23a2:9af1:2b&96'",BONUS,1,0
10,126.637,'44e3:816d:ecea:99d6:e77d:695d:3734',BONUS,0,0
11,149.527,'2a6:c7d0:db7f:e88f:9f63:feeb:5e9f:1515:97ca:385:7c8d:a545:3922:63e7:9b4:1610',INVALIDITY,0,0
12,171.746,'2001:Ndb8::1:192.0.2.33',BONUS,1,0
13,182.855,"'9d18:63a0:d1""52:e743:182cc:23a2:9af1:2b&96'",BONUS,0,0
14,195.043,'2002:Ndb8::1:191.0.2.33',BONUS,0,0
15,206.187,'9d18:63a0:d152:e743:12cc:23a2:9af1:2b&96',BONUS,0,0
16,218.077,'eb45:3940:bbef:c447:651a:c7a6:5a61:da47:7b63',INVALIDITY,0,0
17,240.997,'1ad43:94db:7849:39f8:b662:63c9:3370:9811',INVALIDITY,1,0
18,252.385,'fc0e:7ba9:48ef:3f43:8168:bdf1:8Mb8c:54a8',BONUS,1,0
19,263.478,'a956:7bce:95f5:fa16:4b79:6ae4:afe5:c&d',BONUS,1,0
20,274.584,'e9e0:18e3:d4cc:4ca3:26a5:c29e',BONUS,0,0
21,307.976,'58d3:f417:83c:fb1a:4d05:4d34:6d93:c043:de6e:fb9f:4984:dd77:2820:324e:def6:abcf',INVALIDITY,0,0
22,319.113,'b71:5a01:70e;\\a:9e21:2270:f42d:fe75:4279',BONUS,1,0
23,352.508,'20Y01:db8::1:192.0.2.33',BONUS,1,0
24,363.694,'16a2:38cb:fb32:3be4:976e:7253',BONUS,0,0
25,374.886,'2001:db8::#1:2:3',BONUS,1,0
26,385.996,'6a4a:655a:8bb3:6e32:3434:f5bf:bdb4:av88',BONUS,1,0
27,397.145,'2001:Ndb8::1:192.0.2.[33',BONUS,0,0
28,408.427,'2001:Ndb8::1:192y.0.2.33',BONUS,0,0
29,445.167,'2001:db8::1:192.0\t.2.33',BONUS,1,0
30,456.412,'55b9:b9c9:6a4a:d446:e04f:943z0:320b:1a8a',BONUS,1,0
31,467.633,'6a4a:655a:8bb3:6e32:3434:f5bf:bdb4:av88z',BONUS,1,0
32,478.736,'fcee:2a38:969!7:90ba:2eae:cb3a:6196',BONUS,1,0
33,490.557,'2001:RNdb8::1:192.0.2.33',BONUS,1,0
34,501.688,"'9d18:63a[0:d1""52:e743:12cc:23a2:9af1:2b&96'",BONUS,1,0
35,512.821,'2001:RNdb8::1:192.0.2.3M3',BONUS,0,0
36,526.042,'7e4:47c0:3f59:99d1:d6ce:639a:d3c@2:948f',BONUS,1,0
37,537.662,'aa60:95d7:a8c7:1421:149e:15sfe:37a8:a0d7',BONUS,1,0
38,549.080,'55b9:b9c9:6a74a:d446:e04f:943z0:320b:1a8a',BONUS,1,0
39,561.125,'vfc0e:7ba9:48ef:3f43:8168:bdf1:8Mb8c:54a8',BONUS,1,0
40,572.303,'61f 8:3467:ffc2:e5d2:d292:d395:5692:2308',BONUS,1,0
41,583.503,'6a4a:655a:8Gbb3:6e32:3434:f5bf:bdb4:a88',BONUS,1,0
42,594.621,'9d18:63a0:ud152:e743:12cc:23a2:9af1:2b&96',BONUS,1,0
43,605.765,'2|001:db8::',BONUS,1,0
44,616.906,'473e:57fv5:3864:4cf6:47e6:c524',BONUS,1,0
45,628.022,"'451e:39b0:f926:fa1c:39ee:a6""5a:86ab:4b42'",BONUS,1,0
46,639.170,"'9d18:63a[0:d1""52:e743:{12cc:23a2:9af1:2b&96'",BONUS,0,0
47,650.301,'6a4a:655a:8Ibb3:6e32:3434:f5bf:bdb4:a88',BONUS,1,0
48,661.495,'7e4:47c0:3f59:99d1:d6cKe:639a:d3c2:948f',BONUS,1,0
49,672.599,'b[71:5a01:70e;\\a:9e21:2270:f42d:fe75:4279',BONUS,1,0
50,684.076,'9e90:93c8:2754:2813:4e31:fc18:cf488:1a06:e39b:110e:fc8e',INVALIDITY,0,0
51,695.302,'9d18:63a0:d152:e743:121cc:23a2:9af1:2b&96',INVALIDITY,0,0
