iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,'232.107.121.145/17',RELIABILITY,1,0
2,12.491,'15.251/6.161.18',RELIABILITY,0,0
3,23.868,'122.246.191919191.253/30',RELIABILITY,0,0
4,35.049,'132.107.221.145/17',RELIABILITY,0,0
5,46.305,'19r.0.2.80-192.0.2.85',RELIABILITY,0,0
6,57.478,'192.0.2.80-192.0.2.85',RELIABILITY,0,0
7,68.643,'110.38.147}.227/12',RELIABILITY,0,0
8,79.845,'28.4q.159.55/32',RELIABILITY,0,0
9,93.340,'122.127.231.255/11',RELIABILITY,0,0
10,104.964,'8.192.175.26/4',RELIABILITY,0,0
11,116.311,'110.38.147.227/12\r',RELIABILITY,0,0
12,127.659,'2<32.107.121.145/17',RELIABILITY,0,0
13,139.043,'35.158.235.112/7',RELIABILITY,0,0
14,150.223,'192.0.2.80-192.0.2.85',RELIABILITY,0,0
15,161.501,'121.1',RELIABILITY,0,0
16,172.970,'121.16\\5.230.201/6',RELIABILITY,0,0
17,184.346,'83.253.64.125/9',RELIABILITY,0,0
18,195.754,'190.128.167.104/10',RELIABILITY,0,0
19,207.083,'52.238.8||1.9/4',RELIABILITY,0,0
20,218.426,'232.107.121.145/<17',RELIABILITY,0,0
21,229.731,'196./../81.80.40/25',RELIABILITY,0,0
22,241.122,'30.11111111.73.190/26',RELIABILITY,0,0
23,252.406,'8.192.175.26/45.26/45.26/45.26/45.26/45.26/4',RELIABILITY,0,0
24,263.772,'.824.159.55/32',RELIABILITY,0,0
25,275.484,'1)2.0.20.64/26',RELIABILITY,0,0
26,301.115,'232.107.121.147/15',RELIABILITY,0,0
27,313.355,'20.11.73.190/26',RELIABILITY,0,0
28,324.628,'232.107.121.145/417',RELIABILITY,0,0
29,335.986,'232.107.121.145/17',RELIABILITY,0,0
30,347.133,'209.2.2230.0/29',RELIABILITY,0,0
31,358.414,'126.215.233.66/3',RELIABILITY,0,0
32,369.717,'122.246.191919191919191919191.253/30',RELIABILITY,0,0
33,381.081,'232.107.121.145/17',RELIABILITY,0,0
34,394.288,'152.189.52.23/11',RELIABILITY,0,0
35,405.946,'232.107.121.145/1732.107.121.145/1732.107.121.145/1732.107.121.145/17',RELIABILITY,0,0
36,417.417,'106',RELIABILITY,0,0
37,428.948,'232.107.121.145/1<7',RELIABILITY,0,0
38,440.269,'2325107.121.14./17',RELIABILITY,0,0
39,451.630,'8.192.175.26/4||',RELIABILITY,0,0
40,462.797,'158.125.187.176/12',RELIABILITY,0,0
41,474.188,'152.189.52.23/19999999999999999999999991',RELIABILITY,0,0
42,485.517,'55.50',RELIABILITY,0,0
43,496.668,'7.235.187.139/13',RELIABILITY,0,0
44,508.004,'192.',RELIABILITY,0,0
45,519.393,'46.133.205.66/11116',RELIABILITY,0,0
46,530.653,'46.133.205.66/16',RELIABILITY,0,0
47,541.974,'1',RELIABILITY,0,0
48,553.422,'%00208.193.97.234/13',RELIABILITY,0,0
49,564.621,'121}.165.230.201/6',RELIABILITY,0,0
50,575.754,'41414141414141414141.33.243.52/13',RELIABILITY,0,0
51,587.001,'152.089.52.23/11',RELIABILITY,0,0
52,612.434,'86.119.84.189999999999999999999999995/8',RELIABILITY,0,0
53,624.593,'30.83.14D6.96/19',RELIABILITY,0,0
54,635.675,'192.0.2.80-192.0>2.85',RELIABILITY,0,0
55,646.791,'28.4.159.55/328.4.159.55/328.4.159.55/328.4.159.55/328.4.159.55/328.4.159.55/32',RELIABILITY,0,0
56,658.039,'218.51.1/3.8199',RELIABILITY,0,0
57,669.366,'189.152.145.45.45.45.45.45.45.45.45.45.154/3',RELIABILITY,0,0
58,680.641,'192.0.2.80-192.0.2.85',RELIABILITY,0,0
59,691.924,'189.152.145®154/3',RELIABILITY,0,0
60,705.366,'52.238.81.9/4',RELIABILITY,0,0
