iteration,timestamp,input,bug_type,is_new,exit_code
1,0.000,"'{""XrLUrMfNayyPtaFjf"": ""HGvVheNxIiCiTUUtVJfCIRiayDGASybypLqObEgMyNxpIlbXLzQtHYeMAZnrIGCRwwfyYqgLTJlGUweWibBpQEQitmlIPxNb",BONUS,1,1
2,0.028,'{bad json}',BONUS,0,1
3,0.054,'192.0.2.192.0.2.192.0.2.192.0.2.192.0.2.8[0-5]',BONUS,0,1
4,0.081,"'{""LMVNiwff"": ""False"", ""GzicgXLqk"": ""False"", ""fLmZmg"": ""[\'True\', \'46\', \'60\', \'9\', \'null\', \'null\', \'93\', \'",BONUS,0,1
5,0.105,"'{""XrLUrMfNayyPtaFjf"": ""HGvVheNxIiCiTUUtVJfCIRiayDGASybypLqObEgMyNxpIlbXLzQtHYeMAZnrIGCRww'",BONUS,0,1
6,0.131,"'{""XrLUrMfNayyPtaFjf"": ""HGvVheNxIiCiTUUtVJfCIRiayDGASybypLqObEgMyNxpIlbXLzQtHYeMAZnrIGCRwwfyYqgLTJlGUweWibBpQEQitmlIPxNb",BONUS,0,1
7,0.155,"'{""BzCAuPt"": ""False"", ""qaeOgPCFkXNO"": """", ""TxjrBeOvvrJGwUahUF"": """", ""FThvRCoZEoLAezTfoKE"": ""False"", ""qA"": """", ""FmFVMM"": ",BONUS,0,1
8,0.180,"'{""ZEVotwQMVCGHIiUWeKT"": ""[\'null\', \'null\', \'22\', \'19\', \'44\', \'False\']"", ""rnoj"": ""False"", ""JwYfSWUbqz"": ""[\'n",BONUS,0,1
9,0.204,"'{""c"": ""[\'KqmAxCldmCSZUebmNghIAGEcQwSBpViSoaBwvzsPe\', \'null\', \'True\', \'null\']"", ""GfcqpBdDGwTN"": ""[\'null\', \'Sf",BONUS,0,1
10,0.229,"'{""""jrhlCZHp"": """"}'",BONUS,0,1
11,0.254,"'{""sZlatPZpDLpyPQku"": ""False"", ""PW"": ""[\'fYhPydZrjHfAurauhxMGvtHCTAzAzJKjpySSFdadhzoZvUUMsPVwyOxjepTQYqHOfeEmzDPHlTeRoGE",BONUS,0,1
12,0.279,"'{""XrLUrMfNayyPtaFjf"": ""HGvVheNxIiCiTUUtVJfCIRiayDGASybypLqObEgMyNxpIlb\\XLzQtHYeMAZnrIGCRwwfyYqgLTJlGUweWibBpQEQitmlIPx",BONUS,0,1
13,0.305,"'{""jFIkZeXaFGwFeOWydp"": ""True"", ""QPXXCrwIXxVjIrm"": """", ""QjKLFXpXoNkRZoR"": ""False"", ""DdCWEnzTtwPrCZRkXpvE"": ""iGmBPiDLNkUJ",BONUS,0,1
14,0.329,"'{""XpLUrMfNayyPtaFjf"": ""HGvVheNxIiCiTUUtVJfCIRiayDGASybypLqObEgMyNxpIlbXLzQtHYeMAZnrIGCRwwfyYqgLTJlGUweWibBpQEQitmlIPxNb",BONUS,0,1
15,0.329,"'{""gdJfGJxgVrJwdllT"": ""[\'null\', \'False\', \'True\', \'False\',\x00\'rOMHATJvyATriORnpAfhGRDdASGAAkiOyFIORXMgyPamNExTc",RELIABILITY,1,-1
16,0.353,"'{""gfDmYz"": ""[\'null\', \'False\']"", ""XrLYZLkUAjFIUKh"": ""[\'null\', \'null\', \'acywtGB\', \'False\', \'jkTehpgpuuDgHLzc",BONUS,0,1
17,0.378,"'{""JeJgyOTGnFZiQ"": -'",BONUS,0,1
18,0.402,"'{""MOU9pnCKO"": """", ""swISznsLdVLquCraSNer"": ""[\'null\', \'31\']"", ""qeyTMvVhzCgersZCA"": 1796125953, ""vLyrXrZFcgwPV"": ""Fals",BONUS,0,1
19,0.426,"'{""xdzQIFmmDTNkYUsYsT"": ""[\'null\', \'True\']"", ""RdIaELNxFV"": ""[\'gnSrWgwWIxMxkWruPWmGvfJ\', \'null\', \'null\', \'null\",BONUS,0,1
20,0.450,"'{""XrGUrMfNayyPtaFjf"": ""HGvVheNxIiCiTUUtVJfCIRiayDGASybypLqObEgMyNxpIlbXLzQtHYeMAZnrILCRwwfyYqgLTJlGUweWibBpQEQitmlIPxNb",BONUS,0,1
21,0.474,"'{""bxrrGXoe"": """", ""AikkxRFdbZ"": ""pnGcHXQFbLrxGVVKmgOaHEaZieCcjhXOMlHgSrUlGHXgXHEriIdLeoghnGSnTxALcPOBLZuiHPPxfLVcaOuCfC""",BONUS,0,1
22,0.498,"'{""unclosed"": '",BONUS,0,1
23,0.523,"'{""unclosed"": '",BONUS,0,1
24,0.549,"'{""LMVNiwfv"": ""False"", ""GzicgXLqk"": ""False"", ""fLmZmg"": ""[\'True\', \'46\', \'60\', \'9\', \'null\', \'null\', \'93\', \'",BONUS,0,1
25,0.574,"'{""unclosed"": '",BONUS,0,1
26,0.600,"'{""cClJFXQnQQaDkzdllKcP"": [], ""vubymK"": ""[\'UrpBGXaxrUqROWtxobHeagdLikfZGkuItlIEyeTRXtRRNUaKTxccOnnxiFPqtkfsHZiUKWafUruw",BONUS,0,1
27,0.625,"'{""tpTatBgDK"": 3843B1489, ""GhoQTTpyNfoiS"": ""True"", ""YkmUrSSrAkPwHwSVnR"": ""[\'GDwDPOmpqXBREHsWkaZiKVrIJozrsDRvqsDBAXfvkDI",BONUS,0,1
28,0.649,"'{""jrhlCZHp'",BONUS,0,1
29,0.673,"'{""ZEVotwQMVCGHIiUWeKT"": ""[\'null\', \'null\', \'22\', \'19\', \'44\', \'False\']"",s""rnoj"": ""Fal e"", ""JwYfSWUbqz"": ""[\'n",BONUS,0,1
30,0.701,"'{""wPvdkIxrU"": ""KvUtsNJndhZzVCabxgmZbySBkOSciPEppsgvpTKXmQaslbSrvweCwJSDSfSoDSfyhChCHyELckKCy"", ""lEWyJHReZWGXi"": """", ""Mk",BONUS,0,1
31,0.727,'192.0.2.18s',BONUS,0,1
32,0.751,"'{""RHKRYQxlfpjOwQWeXS"": ""EaTzZFOiqdbQxeGVAroUqthDVmuyDkhzwQmjKgHZUrXorLwyqKxyXDVFHwehU"", ""iDTohqDBCLxGCbRO"": ""OAjBmytvXG",BONUS,0,1
33,0.777,"'{""cClJFXQnQQaDkzdllKcP"": [], ""vubymK"": ""[\'UrpBGXaxrUqROWtxobHeagdLikfZGkuItlIEyeTRXtRRNUaKTxccOnnxiFPqtkfsHZiUKWafUruw",BONUS,0,1
34,0.801,'192.0.2.80-19280.2..5',BONUS,0,1
35,0.825,'192.0.\n2.8[0-5]',BONUS,0,1
36,0.850,"'{""unclosed"": '",BONUS,0,1
37,0.876,"'{""RHKRYQxlfpjOwQWeXS"": ""EaTzZFOiqdbQxeGVAroUqthDVmuyDkhzwQmjKgHZUrXorLwyqKxyXDVFHwehU"", ""iDTohqDBCLxGCbRO"": ""OAjBmytvXG",BONUS,0,1
38,0.900,"'{""utNB"": """", ""qlcHPuASya"": ""[\'95\', \'False\', \'32\', \'False\', \'null\', \'TpdBxyEnDIuUVeaiaSeaVFyajfNInZrzywmGBwgK",BONUS,0,1
39,0.925,"'{""MEkGP"": {"""", ""Qun"": -1471486665}'",BONUS,0,1
40,0.949,"'{""utNB"": """", ""qlcHPuASya"": ""[\'95\', \'False\', \'32\', \'False\', \'null\', \'TpdBxyEnDIuUVeaiaSeaVFyajfNInZrzywmGBwgK",BONUS,0,1
41,0.973,"'{""a"": }'",BONUS,0,1
42,0.997,"'{""LMVNiwff"": ""False"", ""GzicgXLqk"": ""False"", ""fLmZmg"": ""[\'True\', \'46\', \'60\', \'9\', \'null\', \'null\', \'93\', \'",BONUS,0,1
43,1.022,'192.0.20.64\\/26',BONUS,0,1
44,1.046,"'{""ZJpFN"": ""[\'79\', \'null\', \'BjVZHtvCnwnrYCXeRqUkpcSXAxeRIBtsDjgxGZyACTbNiUPqLqELCGkiIeB\', \'False\']"", ""N"": ""tyKjG",BONUS,0,1
